MONTH,PROJECTS,CHAIN,SYMBOL,AVG_APY,AVG_BASE_APY,AVG_REWARD_APY,AVG_TVL_USD,POOL_COUNT
2025-10-01T00:00:00.000Z,camelot-v3,Arbitrum,USDY-USDC,0.004415,0.004415,,6979116.25,4
2025-10-01T00:00:00.000Z,pendle,Ethereum,SYRUPUSDC,8.17985625,8.00454125,0.3506275,6957976.75,8
2025-10-01T00:00:00.000Z,merkl,Ethereum,USDC-STEAKUSDCINFINIFI,0.27351,,0.27351,6943249.5,4
2025-10-01T00:00:00.000Z,morpho-blue,Ethereum,STEAKUSDCINFINIFI,7.21837,7.2112825,0.0070875,6943178,4
2025-10-01T00:00:00.000Z,aerodrome-slipstream,Base,MSUSD-USDC,3.677575,1.3006625,2.3769125,6924320.5,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,LVUSDT,22.9924075,,22.9924075,6906329.75,4
2025-10-01T00:00:00.000Z,merkl,Ethereum,LVUSDT-USDT,25.0950375,,25.0950375,6906327.75,4
2025-10-01T00:00:00.000Z,pendle,Ethereum,SIUSD,12.2347475,12.22059125,0.0283125,6890630,8
2025-10-01T00:00:00.000Z,wildcat-protocol,Ethereum,HYPERWILDCATUSDC,16,16,,6867039.25,4
2025-10-01T00:00:00.000Z,autofinance,Plasma,USDT0,16.188386667,13.437746667,2.75064,6866206.333333,3
2025-10-01T00:00:00.000Z,yearn-finance,Katana,AUSD,1.192723333,1.192723333,0,6728340.833333,12
2025-10-01T00:00:00.000Z,mim-swap,Arbitrum,MIM-USDC,14.03745,0,14.03745,6701643.666667,3
2025-10-01T00:00:00.000Z,mainstreet,Sonic,MSUSD,22.2781875,22.2781875,0,6607661.25,4
2025-10-01T00:00:00.000Z,wildcat-protocol,Ethereum,KAI2USDC,16,16,,6604008.25,4
2025-10-01T00:00:00.000Z,merkl,Arbitrum,SOUSDC-USDC,6.61794,,6.61794,6593143,1
2025-10-01T00:00:00.000Z,pendle,Ethereum,FGHO,9.57723375,8.53030625,2.093855,6583693.25,8
2025-10-01T00:00:00.000Z,orca-dex,Solana,USDY-USDC,0.00854,0.00854,,6570602,4
2025-10-01T00:00:00.000Z,beefy,Ethereum,WAETHUSDT-WAETHLIDOGHO-WAETHUSDC,11.7998625,,,6543302.25,4
2025-10-01T00:00:00.000Z,balancer-v2,Gnosis,USDC.E-USDT-SDAI,0.12655,0.12655,,6539325.25,4
2025-10-01T00:00:00.000Z,euler-v2,Ethereum,USDT,4.9384425,4.9384425,,6479758,8
2025-10-01T00:00:00.000Z,aave-v3,Sonic,USDC,4.60333,4.60333,,6454244,4
2025-10-01T00:00:00.000Z,tokemak,Plasma,USDT0,15.40735,12.45144,2.95591,6450429,1
2025-10-01T00:00:00.000Z,tapp-exchange,Aptos,USDT-USDC,20.9549375,1.13048,19.8244525,6436772.25,4
2025-10-01T00:00:00.000Z,storm-trade,Ton,USDT,6.700505,6.700505,,6376188.25,4
2025-10-01T00:00:00.000Z,aave-v3,Polygon,USDC,3.56849875,3.56849875,,6309754.875,8
2025-10-01T00:00:00.000Z,morpho-blue,Base,EXMUSDC,7.5278625,6.78051,0.747355,6272532.75,4
